0	0.005	98.42
1	0.015	0.9
2	0.025	0.24
3	0.035	0.14
4	0.045	0.1
5	0.055	0.06
6	0.065	0.02
7	0.075	0.02
8	0.085	0
9	0.095	0.02
10	0.105	0.02
11	0.115	0
12	0.125	0.02
13	0.135	0
14	0.145	0
15	0.155	0
16	0.165	0
17	0.175	0
18	0.185	0.02
19	0.195	0
20	0.205	0
21	0.215	0.02
22	0.225	0
23	0.235	0
24	0.245	0
25	0.255	0
26	0.265	0
27	0.275	0
28	0.285	0
29	0.295	0
30	0.305	0
31	0.315	0
32	0.325	0
33	0.335	0
34	0.345	0
35	0.355	0
36	0.365	0
37	0.375	0
38	0.385	0
39	0.395	0
40	0.405	0
41	0.415	0
42	0.425	0
43	0.435	0
44	0.445	0
45	0.455	0
46	0.465	0
47	0.475	0
48	0.485	0
49	0.495	0
50	0.505	0
51	0.515	0
52	0.525	0
53	0.535	0
54	0.545	0
55	0.555	0
56	0.565	0
57	0.575	0
58	0.585	0
59	0.595	0
60	0.605	0
61	0.615	0
62	0.625	0
63	0.635	0
64	0.645	0
65	0.655	0
66	0.665	0
67	0.675	0
68	0.685	0
69	0.695	0
70	0.705	0
71	0.715	0
72	0.725	0
73	0.735	0
74	0.745	0
75	0.755	0
76	0.765	0
77	0.775	0
78	0.785	0
79	0.795	0
80	0.805	0
81	0.815	0
82	0.825	0
83	0.835	0
84	0.845	0
85	0.855	0
86	0.865	0
87	0.875	0
88	0.885	0
89	0.895	0
90	0.905	0
91	0.915	0
92	0.925	0
93	0.935	0
94	0.945	0
95	0.955	0
96	0.965	0
97	0.975	0
98	0.985	0
99	0.995	0
100	1.005	0
101	1.015	0
102	1.025	0
103	1.035	0
104	1.045	0
105	1.055	0
106	1.065	0
107	1.075	0
108	1.085	0
109	1.095	0
110	1.105	0
111	1.115	0
112	1.125	0
113	1.135	0
114	1.145	0
115	1.155	0
116	1.165	0
117	1.175	0
118	1.185	0
119	1.195	0
120	1.205	0
121	1.215	0
122	1.225	0
123	1.235	0
124	1.245	0
125	1.255	0
126	1.265	0
127	1.275	0
128	1.285	0
129	1.295	0
130	1.305	0
131	1.315	0
132	1.325	0
133	1.335	0
134	1.345	0
135	1.355	0
136	1.365	0
137	1.375	0
138	1.385	0
139	1.395	0
140	1.405	0
141	1.415	0
142	1.425	0
143	1.435	0
144	1.445	0
145	1.455	0
146	1.465	0
147	1.475	0
148	1.485	0
149	1.495	0
150	1.505	0
151	1.515	0
152	1.525	0
153	1.535	0
154	1.545	0
155	1.555	0
156	1.565	0
157	1.575	0
158	1.585	0
159	1.595	0
160	1.605	0
161	1.615	0
162	1.625	0
163	1.635	0
164	1.645	0
165	1.655	0
166	1.665	0
167	1.675	0
168	1.685	0
169	1.695	0
170	1.705	0
171	1.715	0
172	1.725	0
173	1.735	0
174	1.745	0
175	1.755	0
176	1.765	0
177	1.775	0
178	1.785	0
179	1.795	0
180	1.805	0
181	1.815	0
182	1.825	0
183	1.835	0
184	1.845	0
185	1.855	0
186	1.865	0
187	1.875	0
188	1.885	0
189	1.895	0
190	1.905	0
